X,Y,OBJECTID,Event_Number,ReportedOn,Location,CSZ,Area_Command,Beat,OffenseGroup,NIBRSOffenseCode,VictimCount,Longitude,Latitude,DateDif
-115.0573005,36.2418030000001,153888,LLV221200033377,2022/12/09 05:19:00+00,5300 Block E CRAIG RD,"Las Vegas, NV  89115",NEAC,F4,A,09C,2,-115.0573005,36.2418030000001,302
-115.0573005,36.2418030000001,153891,LLV221200033377,2022/12/09 05:19:00+00,5300 Block E CRAIG RD,"Las Vegas, NV  89115",NEAC,F4,A,09C,2,-115.0573005,36.2418030000001,302
-115.29018067,36.1147910400001,154854,LLV230600123727,2023/06/27 09:03:20+00,9105 W Flamingo Rd,"LAS VEGAS, NV  89147",SAC,R3,A,09A,0,-115.29018067,36.1147910400001,101
-115.29018067,36.1147910400001,154855,LLV230600123727,2023/06/27 09:03:20+00,9105 W Flamingo Rd,"LAS VEGAS, NV  89147",SAC,R3,A,09A,0,-115.29018067,36.1147910400001,101
-115.29018067,36.1147910400001,154857,LLV230600123727,2023/06/27 09:03:20+00,9105 W Flamingo Rd,"LAS VEGAS, NV  89147",SAC,R3,A,09A,0,-115.29018067,36.1147910400001,101
-115.156782,36.200745,156329,LLV221000108300,2022/10/28 12:20:59+00,1100 Block BLANKENSHIP AVE,"LV, NV  89106",BAC,W3,A,09A,0,-115.156782,36.200745,343
-115.069833,36.1117800000001,157165,LLV220600051639,2022/06/14 08:42:59+00,4700 Block EL ESCORIAL DR,"Las Vegas, NV  89121",SEAC,H3,A,09A,1,-115.069833,36.1117800000001,479
-115.1586495,36.1467000000001,159105,LLV230100011684,2023/01/03 19:37:00+00,200 Block W BALTIMORE AVE,"Las Vegas, NV  89101",DTAC,C2,A,09A,1,-115.1586495,36.1467000000001,276
-115.258869,36.1641690000001,159294,LLV230400054788,2023/04/12 18:42:00+00,700 Block BLOOMINGFIELD LN,"Las Vegas, NV  89145",SAC,V4,A,09C,1,-115.258869,36.1641690000001,177
-115.06454155,36.20732316,159856,LLV220700122674,2022/07/31 11:58:39+00,4900 Block E Cartier Ave,"LAS VEGAS, NV  89115",NEAC,F3,A,09A,1,-115.06454155,36.20732316,432
-115.20695031,36.17922121,160472,LLV220800013709,2022/08/04 05:36:21+00,600 Block N Yale St,"LAS VEGAS, NV  89107",BAC,U1,A,09A,1,-115.20695031,36.17922121,429
-115.243621222,36.208886374,160473,LLV230800054931,2023/08/15 22:37:37+00,13815701003,"LAS VEGAS, NV  89108 2064",NWAC,X2,A,09C,1,-115.243621222,36.208886374,52
-115.3080855,36.0912420000001,160489,LLV230700101356,2023/07/24 00:24:00+00,9800 Block SHADOW GROVE AVE,"Las Vegas, NV  89148",SAC,R4,A,09A,0,-115.3080855,36.0912420000001,75
-115.2726544,36.1613977000001,160869,LLV220600043592,2022/06/12 03:59:45+00,8200 Block Ogee Dr,"LAS VEGAS, NV  89145",SAC,V4,A,09A,1,-115.2726544,36.1613977000001,482
-115.198074,36.1208520000001,163244,LLV230700045365,2023/07/10 22:34:59+00,3700 Block ARVILLE ST,"Las Vegas, NV  89103",SVAC,P2,A,09C,1,-115.198074,36.1208520000001,88
-115.299261,36.3016260000001,163419,LLV220300041775,2022/03/10 18:56:00+00,9300 Block GILCREASE AVE,"Las Vegas, NV  89149",NWAC,X5,A,09B,1,-115.299261,36.3016260000001,575
-115.228386,36.1894770000001,163933,LLV220200050185,2022/02/12 19:26:00+00,6200 Block LONG VALLEY DR,"Las Vegas, NV  89108",BAC,U1,A,09C,1,-115.228386,36.1894770000001,601
-115.2699615,36.169614,164608,LLV230400098621,2023/04/22 10:54:36+00,8100 Block LEGER DR,"LAS VEGAS,  89145",SAC,V4,A,09A,1,-115.2699615,36.169614,167
-115.0787205,36.19449,165033,LLV230700072286,2023/07/16 23:47:00+00,4300 Block HOLDEN ST,"Las Vegas, NV  89115",NEAC,F1,A,09A,2,-115.0787205,36.19449,82
-115.07126071,36.1893955,165833,LLV230500123960,2023/05/25 07:58:41+00,1600 Block Nesting Way,"LAS VEGAS, NV  89156",NEAC,F1,A,09A,0,-115.07126071,36.1893955,134
-115.130162827,36.1328273660001,166504,LLV230800049951,2023/08/14 14:29:59+00,16211411021,"Las Vetgas, NV  89169",SCAC,L1,A,09A,1,-115.130162827,36.1328273660001,53
-115.23207335,36.12118157,166969,LLV230900055890,2023/09/16 15:43:40+00,6400 Block Tanager Way,"LAS VEGAS, NV  89103",SVAC,P1,A,09A,1,-115.23207335,36.12118157,20
-115.2301995,36.004419,167102,LLV221000098759,2022/10/26 02:34:58+00,10100 Block JUNE FLOWER DR,"Las Vegas, NV  89141",EAC,O4,A,09A,0,-115.2301995,36.004419,346
-115.0568595,36.099702,169728,LLV220600087625,2022/06/23 03:12:00+00,5300 Block E TROPICANA AVE,"Las Vegas, NV  89122",SEAC,J4,A,09A,1,-115.0568595,36.099702,471
-115.149112328,36.126745709,172640,LLV220800116274,2022/08/28 22:59:00+00,Willson Sq & Sierra Vista Dr,"Las Vegas, NV  89169",SCAC,N2,A,09A,1,-115.149112328,36.126745709,404
-115.232328,36.2012580000001,174921,LLV220300042495,2022/03/10 22:49:00+00,2200 Block N TORREY PINES DR,"Las Vegas, NV  89108",NWAC,X2,A,09A,1,-115.232328,36.2012580000001,575
-115.1527995,36.149436,177565,LLV220800051023,2022/08/13 03:36:59+00,1800 Block S LAS VEGAS BLVD,"LV, NV  89102",DTAC,C3,A,09A,0,-115.1527995,36.149436,420
-115.0473215,36.14060184,178285,LLV230800069169,2023/08/19 21:43:17+00,S Sloan Ln / Ruby Creek Dr,"LAS VEGAS, NV  89142",SEAC,J2,A,09A,1,-115.0473215,36.14060184,48
-115.13362525,36.1369413,179998,LLV220100119336,2022/01/30 13:29:32+00,1405 Vegas Valley Dr,"LAS VEGAS, NV  89169",SCAC,L1,A,09C,1,-115.13362525,36.1369413,614
-115.0559055,36.104292,180253,LLV230300029159,2023/03/07 18:01:59+00,5300 Block BOULDER HWY,"Las Vegas, NV  89122",SEAC,J4,A,09A,2,-115.0559055,36.104292,213
-115.30417815,36.0233135300001,181217,LLV230800046402,2023/08/13 12:24:50+00,9000 Block Palmas Altas St,"LAS VEGAS, NV  89178",EAC,O3,A,09A,1,-115.30417815,36.0233135300001,54
-115.15822943,36.1498951,181811,LLV220100007062,2022/01/02 12:41:02+00,200 Block W Chicago Ave,"LAS VEGAS, NV  89102",DTAC,C2,A,09A,2,-115.15822943,36.1498951,642
-115.2684045,36.286164,182261,LLV230600056409,2023/06/12 22:12:59+00,7900 Block PINNOCHIO AVE,"Las Vegas, NV  89131",NWAC,X4,A,09A,1,-115.2684045,36.286164,116
-115.1256434,36.1008714600001,182264,LLV220100068331,2022/01/18 03:45:03+00,1900 Block E Tropicana Ave,"LAS VEGAS, NV  89119",SCAC,N3,A,09A,1,-115.1256434,36.1008714600001,627
-115.2601785,36.2732130000001,183103,LLV220600077352,2022/06/20 16:23:06+00,7500 Block GLOWING EMBER CT,"Las Vegas, NV  89130",NWAC,X4,A,09A,2,-115.2601785,36.2732130000001,473
-115.2601785,36.2732130000001,183104,LLV220600077352,2022/06/20 16:23:06+00,7500 Block GLOWING EMBER CT,"Las Vegas, NV  89130",NWAC,X4,A,09A,2,-115.2601785,36.2732130000001,473
-115.044110579,36.159285894,183336,LLV220700009375,2022/07/03 08:14:29+00,E Charleston Blvd & Sweet Orange St,"Las Vegas, NV  89142",SEAC,J1,A,09A,0,-115.044110579,36.159285894,460
-115.06521906,36.12986225,183858,LLV230200082026,2023/02/20 16:49:19+00,3200 Block S Nellis Blvd,"LAS VEGAS, NV  89122",SEAC,J3,A,09A,2,-115.06521906,36.12986225,228
-115.06521906,36.12986225,183860,LLV230200082026,2023/02/20 16:49:19+00,3200 Block S Nellis Blvd,"LAS VEGAS, NV  89122",SEAC,J3,A,09A,2,-115.06521906,36.12986225,228
-115.06115909,36.2004563200001,184822,LLV220900082461,2022/09/21 01:58:53+00,2200 Block Steele St,"LAS VEGAS, NV  89156",NEAC,F2,A,09A,0,-115.06115909,36.2004563200001,381
-115.1798805,36.1460700000001,185592,LLV220700029149,2022/07/07 23:13:59+00,2300 Block PASEO DEL PRADO,"Las Vegas, NV  89102",BAC,U3,A,09A,2,-115.1798805,36.1460700000001,456
-115.254378,36.083061,186229,LLV221000102810,2022/10/27 01:21:00+00,5800 Block SPECTACULAR BID ST,"Las Vegas, NV  89113",SVAC,P3,A,09A,1,-115.254378,36.083061,345
-115.14727647,36.1418334700001,186718,LLV230900011169,2023/09/03 23:01:04+00,2600 Block Sherwood St,"LAS VEGAS, NV  89109",SCAC,N1,A,09A,1,-115.14727647,36.1418334700001,33
-115.297672524,36.0792513800001,188723,LLV230200060352,2023/02/15 12:33:00+00,6000 Block S FT APACHE,"LV, NV  89148",SAC,R4,A,09A,0,-115.297672524,36.0792513800001,233
-115.05735186,36.0908283300001,188782,LLV221000068493,2022/10/18 12:38:50+00,5200 Block Tipper Ave,"LAS VEGAS, NV  89122",SEAC,J4,A,09A,1,-115.05735186,36.0908283300001,353
-115.16985594,36.1801307600001,189232,LLV230700005301,2023/07/02 02:20:39+00,814 N Tonopah Dr,"LAS VEGAS, NV  89106",BAC,W2,A,09A,1,-115.16985594,36.1801307600001,97
-115.208343,36.207387,189876,LLV220200107574,2022/02/26 09:37:41+00,5000 Block MADRE MESA DR,"Las Vegas, NV  89108",NWAC,X2,A,09A,1,-115.208343,36.207387,587
-115.19188817,36.1829431200001,192142,LLV230600038782,2023/06/09 03:33:53+00,1000 Block Oak Tree Ln,"LAS VEGAS, NV  89108",BAC,W1,A,09C,1,-115.19188817,36.1829431200001,120
-115.6522095,35.830854,194248,LLV230200008086,2023/02/02 21:06:58+00,800 Block MARBLE AVE,"SANDY VALLEY,  89019",RO,83,A,09A,1,-115.6522095,35.830854,246
-115.1487675,36.1428480000001,194377,LLV230600117976,2023/06/25 23:39:26+00,2500 Block VAN PATTEN ST,"LAS VEGAS, NV  89109",SCAC,N1,A,09C,1,-115.1487675,36.1428480000001,103
-115.1256555,36.1752480000001,196925,LLV220700012230,2022/07/03 23:29:59+00,600 Block N BRUCE ST,"Las Vegas, NV  89101",DTAC,B1,A,09A,0,-115.1256555,36.1752480000001,460
-115.207191,36.2870280000001,197734,LLV221200060341,2022/12/15 20:43:38+00,4800 Block FUCHSIA VINE CT,"LAS VEGAS, NV  89131",NWAC,X4,A,09C,1,-115.207191,36.2870280000001,295
-115.07683316,36.1370811,198148,LLV230600124619,2023/06/27 12:52:00+00,4470 Vegas Valley Dr,"LAS VEGAS, NV  89121",SEAC,H1,A,09A,0,-115.07683316,36.1370811,101
-115.13404914,36.1811018000001,198503,LLV230700067103,2023/07/15 18:05:24+00,900 Block N Las Vegas Blvd,"LAS VEGAS, NV  89101",DTAC,B1,A,09A,0,-115.13404914,36.1811018000001,83
-115.1267805,36.173322,199013,LLV220400001935,2022/04/01 12:45:01+00,500 Block N 15TH ST,"LAS VEGAS, NV  89101",DTAC,A5,A,09A,0,-115.1267805,36.173322,553
-115.14972639,36.1595830300001,199505,LLV230100123573,2023/01/31 17:38:18+00,1005 S 3rd St,"LAS VEGAS, NV  89101",DTAC,C1,A,09A,1,-115.14972639,36.1595830300001,248
-115.21936837,36.1631296800001,199933,LLV230400135042,2023/04/30 00:33:35+00,Upland Blvd / Evergreen Ave,"LAS VEGAS, NV  89107",BAC,U2,A,09A,1,-115.21936837,36.1631296800001,160
-115.13482093,36.11467514,202094,LLV220900078810,2022/09/20 06:54:42+00,1300 Block E Flamingo Rd,"LAS VEGAS, NV  89119",SCAC,L2,A,09A,0,-115.13482093,36.11467514,381
-115.09516705,36.1589008300001,204622,LLV230100034888,2023/01/09 14:04:57+00,3801 E Charleston Blvd,"LAS VEGAS, NV  89101",DTAC,B4,A,09A,0,-115.09516705,36.1589008300001,270
-115.262244,36.0594990000001,204694,LLV230800022432,2023/08/06 23:06:59+00,7000 Block S BUFFALO DR,"Las Vegas, NV  89113",SVAC,P3,A,09A,3,-115.262244,36.0594990000001,61
-115.262244,36.0594990000001,204697,LLV230800022432,2023/08/06 23:06:59+00,7000 Block S BUFFALO DR,"Las Vegas, NV  89113",SVAC,P3,A,09A,3,-115.262244,36.0594990000001,61
-115.09327319,36.2287199,205112,LLV220800109529,2022/08/27 04:59:00+00,3700 Block Melbourne Way,"LAS VEGAS, NV  89115",NEAC,F4,A,09A,1,-115.09327319,36.2287199,406
-115.164477,36.099639,205210,LLV220300015481,2022/03/04 14:22:21+00,100 Block E TROPICANA AVE,"LAS VEGAS, NV  89119",CCAC,M4,A,09A,0,-115.164477,36.099639,581
-115.21833946,36.1764927300001,207170,LLV221100013788,2022/11/04 12:21:41+00,200 Block Kipling St,"LAS VEGAS, NV  89107",BAC,U1,A,09A,1,-115.21833946,36.1764927300001,336
-115.147863,36.115803,207561,LLV220300013257,2022/03/03 23:25:03+00,4000 Block UNIVERSITY CENTER DR,"Las Vegas, NV  89119",SCAC,N2,A,09A,7,-115.147863,36.115803,582
-115.25412209,36.11930798,208336,LLV230100111026,2023/01/28 09:09:11+00,3800 Block Mapleview Ct,"LAS VEGAS, NV  89147",SVAC,P1,A,09A,0,-115.25412209,36.11930798,251
-115.079913,36.2046060000001,208441,LLV220200089732,2022/02/22 08:39:00+00,4300 Block SADDLE BROOK PARK DR,"Las Vegas, NV  89115",NEAC,F3,A,09A,0,-115.079913,36.2046060000001,591
-115.302843,36.0734580000001,208715,LLV230600070560,2023/06/16 03:26:00+00,9600 Block SCRUB JAY CT,"Las Vegas, NV  89148",SAC,R4,A,09A,0,-115.302843,36.0734580000001,113
-115.29043384,36.2128580400001,208926,LLV230700131836,2023/07/31 12:55:40+00,2800 Block Crown Ridge Dr,"LAS VEGAS, NV  89134",SAC,V2,A,09A,1,-115.29043384,36.2128580400001,67
-115.21273261,36.1008433000001,209639,LLV220300084728,2022/03/21 01:26:15+00,5200 Block W Tropicana Ave,"LAS VEGAS, NV  89103",SVAC,P4,A,09A,1,-115.21273261,36.1008433000001,565
-115.2624015,36.1238940000001,209923,LLV230900032255,2023/09/09 21:46:00+00,7800 Block RAINSHOWER DR,"LAS VEGAS, NV  89147",SVAC,P1,A,09A,1,-115.2624015,36.1238940000001,27
-115.17608359,36.1935464100001,210505,LLV230700030817,2023/07/07 15:18:17+00,2528 Sierra Bello Ave,"LAS VEGAS, NV  89106",BAC,W2,A,09A,1,-115.17608359,36.1935464100001,91
-115.17354,36.1946790000001,212094,LLV221000019866,2022/10/05 22:18:59+00,2100 Block CITRUS HILLS AVE,"Las Vegas, NV  89106",BAC,W2,A,09A,1,-115.17354,36.1946790000001,366
-115.1511885,36.1935270000001,212331,LLV230700019248,2023/07/05 00:36:25+00,1900 Block WALKER ST,"Las Vegas, NV  89106",BAC,W3,A,09A,4,-115.1511885,36.1935270000001,94
-115.07588921,36.1590844500001,213437,LLV220400039195,2022/04/09 22:23:02+00,4500 Block E Charleston Blvd,"LAS VEGAS, NV  89110",NEAC,G2,A,09A,1,-115.07588921,36.1590844500001,545
-115.15872817,36.01590093,213635,LLV220900073002,2022/09/18 17:31:19+00,9500 Block Colorado Blue St,"LAS VEGAS, NV  89123",EAC,S3,A,09A,1,-115.15872817,36.01590093,383
-115.15487061,36.12555365,213869,LLV221200104412,2022/12/27 09:55:18+00,3550 Paradise Rd,"LAS VEGAS, NV  89169",SCAC,N2,A,09A,1,-115.15487061,36.12555365,283
-115.15566829,36.152366,214041,LLV230100038285,2023/01/10 10:58:44+00,100 Block W Wyoming Ave,"LAS VEGAS, NV  89102",DTAC,C1,A,09A,1,-115.15566829,36.152366,269
-115.1155395,36.149958,214221,LLV221000007631,2022/10/02 22:15:59+00,1800 Block PACIFIC ST,"Las Vegas, NV  89104",DTAC,C5,A,09A,0,-115.1155395,36.149958,369
-115.1053264,36.1569773000001,216006,LLV220100103859,2022/01/26 16:12:10+00,1322 S Mojave Rd,"LAS VEGAS, NV  89101",DTAC,B5,A,09A,0,-115.1053264,36.1569773000001,618
-115.2962198,36.0101018,216284,LLV230200109415,2023/02/27 09:07:25+00,9800 Block Venus Lake Ct,"LAS VEGAS, NV  89178",EAC,O4,A,09A,1,-115.2962198,36.0101018,221
-115.208874,36.2085930000001,217384,LLV220100075184,2022/01/19 17:45:00+00,5000 Block STARFINDER AVE,"Las Vegas, NV  89108",NWAC,X2,A,09A,1,-115.208874,36.2085930000001,625
-115.12618616,36.18470031,218321,LLV230900050602,2023/09/15 00:16:33+00,1602 Searles Ave,"LAS VEGAS, NV  89101",DTAC,B1,A,09A,0,-115.12618616,36.18470031,22
-115.136822233,36.140819192,218788,LLV230400018829,2023/04/05 08:58:37+00,1100 Block Karen Ave,"LAS VEGAS, NV  89169",SCAC,L1,A,09A,0,-115.136822233,36.140819192,184
-115.17295079,36.10220983,223211,LLV220300109571,2022/03/26 21:39:03+00,3700 Block S Las Vegas Blvd,"LAS VEGAS, NV  89109",CCAC,M3,A,09A,0,-115.17295079,36.10220983,559
-115.11576677,36.1665649500001,223581,LLV220500029640,2022/05/08 02:06:25+00,2400 Block Stewart Ave,"LAS VEGAS, NV  89101",DTAC,B4,A,09A,0,-115.11576677,36.1665649500001,517
-115.0699095,36.1132020000001,226028,LLV220700048008,2022/07/12 21:07:00+00,4700 Block MONTERREY AVE,"Las Vegas, NV  89121",SEAC,H3,A,09A,2,-115.0699095,36.1132020000001,451
-115.23481748,36.1859842200001,228909,LLV230400066073,2023/04/15 08:17:48+00,1300 Block Torington Dr,"LAS VEGAS, NV  89108",BAC,U1,A,09A,0,-115.23481748,36.1859842200001,174
-115.1147385,36.1195920000001,229292,LLV220100013417,2022/01/03 22:47:59+00,3800 Block TOPAZ ST,"LAS VEGAS, NV  89119",SCAC,L2,A,09A,1,-115.1147385,36.1195920000001,641
-115.0807635,36.162648,229640,LLV230200108485,2023/02/27 02:00:00+00,4300 Block SUNRISE AVE,"Las Vegas, NV  89110",NEAC,G1,A,09A,1,-115.0807635,36.162648,222
-115.172073,36.1230120000001,231183,LLV220800016533,2022/08/04 20:29:59+00,3400 Block S LAS VEGAS BLVD,"Las Vegas, NV  89109",CCAC,M2,A,09A,3,-115.172073,36.1230120000001,428
-115.1525926,36.06607317,231825,LLV230100013277,2023/01/04 07:52:57+00,530 E Pamalyn Ave,"LAS VEGAS, NV  89119",SCAC,L5,A,09A,1,-115.1525926,36.06607317,275
-115.06034452,36.13729563,233042,LLV220900055798,2022/09/14 11:09:03+00,2970 Juniper Hills Blvd,"LAS VEGAS, NV  89142",SEAC,J2,A,09A,0,-115.06034452,36.13729563,387